,step,amount,isFraud
1676291,159,108837.97,0
3472000,258,84854.4,0
837982,41,130329.77,0
4736639,332,168447.53,0
1243334,134,8636.75,0
2144129,184,10310.62,0
1865237,164,271432.76,0
5304556,373,397745.87,0
5862768,403,1764.22,0
2728717,212,2103.5,0
5951288,405,19939.45,0
5143509,356,141740.69,0
180352,12,15685.39,0
6266418,617,136062.43,0
450440,19,152297.81,0
6097848,522,13729.11,0
2046713,181,28264.95,0
2887239,228,221900.09,0
6361261,717,15355.46,0
666962,36,71458.5,0
3647239,275,107285.01,0
2386707,201,240241.53,0
5720512,398,46953.96,0
965310,44,21702.71,0
4414197,322,9343.89,0
5908965,404,12748.62,0
1473599,141,300366.46,0
4132130,302,21642.63,0
6040541,487,290145.5,0
4150534,303,8791.32,0
5966749,406,22171.41,0
4396071,321,13422.82,0
4885108,348,19063.33,0
3380460,254,21132.71,0
3784388,280,182158.81,0
961620,44,1258.15,0
2921628,229,81496.47,0
2772075,213,4441.17,0
1739994,161,256435.95,0
4629069,329,51024.53,0
3877520,283,122366.34,0
5477040,379,212226.43,0
3628802,274,100685.91,0
5973373,407,434825.97,0
5456928,379,139236.31,0
5994916,422,23400.81,0
5475899,379,156655.49,0
2297703,188,9099.18,0
2814530,225,1713232.4,0
1658055,158,168094.11,0
2566622,206,301.45,0
2193616,185,123802.89,0
6317430,687,117497.23,0
3913347,284,22563.19,0
28034,8,307646.86,0
1329120,137,262165.96,0
4635990,330,118081.1,0
1767534,162,75419.23,0
4333868,308,7279483.09,0
55043,9,3424.1,0
902499,43,209929.34,0
752248,38,7965.9,0
3613625,273,82626.65,0
6085239,522,222651.49,0
4308362,307,382449.62,0
3002520,232,233808.56,0
1549576,154,1299786.46,0
2897360,228,536.98,0
3061065,234,214855.95,0
5940456,404,6394.73,0
4513646,325,256477.58,0
302255,15,280898.33,0
4332460,308,107157.43,0
4477819,324,25368.16,0
5801928,401,2937.58,0
4200885,305,196649.14,0
2565610,206,8036.98,0
138419,11,4548.43,0
3290378,252,3223.38,0
3427668,256,402528.4,0
2408761,202,1031.16,0
703624,37,13162.36,0
780602,39,219165.28,0
1859729,164,130116.26,0
5718933,398,70384.41,0
1384077,138,57204.21,0
4643786,330,233009.31,0
5697835,397,24353.4,0
2813755,225,582641.86,0
3022167,233,56483.75,0
2281677,187,397095.96,0
976809,44,279100.59,0
882373,42,12633.25,0
4164878,304,12418.74,0
1673760,158,1919.28,0
4882174,348,6358.88,0
1688902,159,68841.39,0
855827,41,104611.4,0
10464,7,3964.86,0
2298177,188,6050.99,0
1774989,162,24323.41,0
2537987,205,4673.08,0
2236448,186,917865.54,0
1768572,162,5531.5,0
4039875,299,27420.12,0
3820029,281,6161.36,0
2295613,187,121159.09,0
3099799,235,168511.08,0
4879390,348,2532.17,0
4921190,350,86472.33,0
2094554,182,384998.41,0
136353,11,2807.99,0
2841789,226,111799.33,0
111497,11,62544.58,0
3126794,236,18818.88,0
3272616,251,25138.18,0
3154012,237,3272.42,0
2747436,212,22965.21,0
5721856,398,1342.97,0
3256909,251,129112.46,0
404484,18,171095.53,0
3102794,235,961211.8,0
391302,17,15130.25,0
1744051,161,249132.59,0
1786544,162,7789.17,0
4411973,322,10635.73,0
100988,10,446447.34,0
2979573,231,22266.39,0
4796762,345,15756.74,0
1788284,162,203696.19,0
118743,11,244873.65,0
3330453,253,11093.76,0
5597382,394,1599728.09,0
3281788,251,286577.63,0
2381721,194,350117.54,0
356256,17,15770.41,0
5118210,356,68185.81,0
1920165,167,4035709.83,0
3700878,277,15153.84,0
1730590,161,55269.99,0
4247695,306,418410.24,0
1430393,139,197358.88,0
4472384,324,140776.03,0
1054624,96,2372.22,0
5784423,400,338201.66,0
1490892,142,1384.12,0
6152549,546,160827.85,0
54722,9,3082.12,0
1233874,134,82914.7,0
3852348,283,163664.93,0
5240985,371,7344.93,0
5978477,407,442.13,0
2655711,209,100663.86,0
5049518,354,153733.07,0
5401047,377,9868.32,0
4518423,325,30404.05,0
1740867,161,28207.75,0
3083195,235,261305.04,0
4311023,308,288419.71,0
2198853,185,40923.36,0
2800711,217,2712.56,0
2114320,183,198605.98,0
4366925,310,33188.42,0
6304269,684,3283.89,0
854991,41,125955.54,0
5713357,398,49468.42,0
3355519,254,32051.13,0
2943892,230,7516.81,0
2000265,179,816.01,0
528898,20,101136.03,0
5366032,375,1389.4,0
2497046,204,23194.88,0
6330243,690,382.58,0
3015137,232,1207728.05,0
859592,42,150789.32,0
2314256,188,123841.76,0
6293230,667,26681.97,0
2083684,182,77791.21,0
5049050,354,372725.99,0
5569181,393,289569.83,0
721280,37,13331.06,0
550582,21,115002.93,0
2742180,212,313894.47,0
2439642,203,976.51,0
5651360,396,85792.12,0
5577712,393,50693.73,0
4878105,348,129864.3,0
5507281,380,204944.66,0
4322991,308,24978.17,0
3995824,298,1399.36,0
5541436,382,103799.02,0
4004935,298,457563.96,0
1496708,142,131026.24,0
5688469,397,251728.57,0
3833471,282,416377.38,0
955691,44,3650.09,0
506598,20,18454.21,0
2015218,180,295970.66,0
687257,36,36685.51,0
5796426,401,1700.5,0
5565709,393,22297.23,0
5033372,354,11172.77,0
3197021,249,20981.58,0
5563794,393,46227.33,0
6110474,525,731.05,0
18926,8,314471.53,0
687759,36,15296.64,0
971339,44,133972.29,0
4786427,345,233993.31,0
1465897,140,113367.1,0
520031,20,124125.77,0
781821,39,103299.72,0
6323752,688,55970.49,0
2807276,225,35363.64,0
3424172,256,21348.49,0
2056961,181,175183.58,0
976383,44,22210.72,0
861704,42,22512.55,0
2492641,204,59297.96,0
4052122,300,191534.35,0
1102191,130,175867.56,0
2042075,181,39346.76,0
5683044,397,23633.38,0
3072027,235,183061.81,0
924145,43,10468.25,0
1244018,134,223764.84,0
1996207,179,185294.26,0
5792766,401,6913.49,0
5269238,372,89700.34,0
2952337,230,206269.92,0
2584716,207,254333.68,0
3024204,233,103535.54,0
1143121,131,914.13,0
3944633,286,163938.59,0
1547245,154,360851.05,0
3033856,234,57319.19,0
2304503,188,8744.96,0
5398389,377,6092.1,0
666357,36,805315.99,0
4910209,349,6117.14,0
2442874,203,199917.27,0
3326066,253,27636.62,0
1949546,177,222464.12,0
3446456,257,255590.24,0
2908722,228,112737.27,0
3115171,236,69347.28,0
2510681,205,111229.04,0
3470810,258,127277.26,0
2510786,205,8244.85,0
1632098,157,3344.42,0
4376057,311,8479.74,0
5980460,408,406318.53,0
1625795,157,672.37,0
3339748,253,159317.29,0
164114,12,206101.98,0
5215212,370,21726.69,0
5411829,378,384658.73,0
210429,13,679801.81,0
1622561,157,453792.95,0
3475104,258,8674.86,0
1775978,162,127695.66,0
4220534,306,61528.07,0
3881340,283,6102.47,0
2625236,208,2079.1,0
5761082,400,45400.61,0
381008,17,201830.3,0
4273719,307,8376.61,0
2711711,211,1771.49,0
2618871,208,506947.51,0
5210683,370,17319.02,0
4934067,350,18652.65,0
4574860,328,184644.79,0
5063150,354,290020.64,0
9812,7,30075.22,0
1699003,159,30577.65,0
4958801,351,219220.16,0
6151452,546,956.73,0
2341956,189,47492.42,0
5648821,396,120251.5,0
5279126,372,323810.71,0
4899637,349,293486.67,0
1561520,155,314419.17,0
1937537,177,5733.59,0
388822,17,9211.11,0
1618295,157,118305.41,0
2963624,231,217616.73,0
3046827,234,3280.15,0
728508,37,158087.62,0
5254865,371,46450.37,0
4870880,348,28011.82,0
3156389,237,309933.15,0
729429,37,19637.95,0
5431694,378,388776.32,0
4661367,330,20847.69,0
5256735,372,70234.58,0
5382006,376,7988.19,0
1041237,94,12173.58,0
3977045,297,146633.56,0
2105034,183,17699.83,0
5514959,380,1132.39,0
3592037,262,15796.55,0
2608970,208,5315.58,0
3397530,255,1421.0,0
1939159,177,2948.02,0
1732160,161,20697.29,0
698003,36,36655.35,0
2468175,203,55390.91,0
5316729,374,62479.3,0
6219063,589,78583.87,0
6152340,546,6441.84,0
2348656,189,3542.31,0
4693089,331,240172.95,0
1342123,137,13457.57,0
3466150,257,337004.12,0
3903444,284,197515.72,0
2261902,187,258536.28,0
1121510,130,62457.37,0
1777533,162,83632.6,0
5067072,354,335695.86,0
1026545,48,4951.47,0
4512565,325,1375599.75,0
140520,11,191701.8,0
6121302,538,203220.08,0
4962252,351,283749.46,0
4650408,330,24758.56,0
1801055,162,175074.86,0
5405774,377,281362.85,0
5859351,402,47292.26,0
598385,33,371549.15,0
3401693,255,48986.85,0
6183412,567,4194.24,0
3440960,257,130820.32,0
628353,34,217821.41,0
934189,43,257641.61,0
2343263,189,67246.27,0
5075387,355,56682.52,0
5931383,404,60499.35,0
1229541,133,56792.62,0
751067,38,351692.79,0
4237652,306,58497.35,0
940474,43,92491.99,0
662713,36,233207.81,0
5093743,355,16514.38,0
1787493,162,58132.16,0
5996733,426,21131.65,0
6033031,476,7217.15,0
3221929,250,31104.18,0
839144,41,244547.89,0
4654697,330,27247.05,0
2864568,227,77159.17,0
5692447,397,41196.76,0
4993169,352,8525.98,0
912170,43,373990.2,0
5439751,378,134036.91,0
1486924,142,64253.42,0
3225640,250,5345.94,0
5013434,353,147952.03,0
6351948,705,74331.95,0
4534122,326,478095.8,0
5194024,369,164932.31,0
1158267,131,627749.51,0
1057622,96,587.47,0
4884465,348,32560.43,0
5041688,354,3019.28,0
5112291,355,123817.78,0
595265,33,373585.62,0
1884151,164,39153.26,0
3002372,232,198167.1,0
665103,36,31134.07,0
5179172,359,848.41,0
19354,8,11303.4,0
2142819,184,132404.68,0
1328699,137,394615.91,0
5598353,394,153698.2,0
5287898,373,61065.11,0
2148777,184,5051.02,0
4797953,345,51718.26,0
1947028,177,239936.33,0
2027981,180,244714.6,0
3135871,236,1537.48,0
536155,21,81243.93,0
5848864,402,9072.37,0
4128900,302,639577.68,0
3740614,278,2990.5,0
984213,45,17326.58,0
3603905,263,16630.3,0
3466308,258,62174.79,0
129802,11,38470.81,0
6187400,569,280276.95,0
2405364,202,2478.84,0
2050043,181,282922.65,0
995626,45,202768.32,0
3125573,236,145435.73,0
1005202,46,3394.75,0
5663571,396,312791.62,0
1538449,154,26726.04,0
4856965,348,9696.54,0
3813043,281,26530.1,0
5653760,396,187884.64,0
2437470,203,298415.76,0
2435153,203,501365.3,0
3963583,297,74057.57,0
2272982,187,5639.2,0
1200134,133,41640.85,0
5535526,381,149828.56,0
2933217,229,32138.49,0
2030009,180,323483.0,0
5028628,354,224016.48,0
5445041,379,13269.41,0
6046721,492,15555.59,0
1647165,157,29625.7,0
5798429,401,75647.94,0
518449,20,969540.3,0
730236,37,56999.15,0
747148,38,458335.98,0
3884790,283,4262.46,0
1681862,159,12613.72,0
4089436,301,511489.38,0
564703,22,198830.56,0
5618861,395,512542.64,0
3497298,259,325358.81,0
1160421,131,29925.33,0
5324087,374,44495.68,0
4745367,333,371375.68,0
5396883,377,147179.34,0
1667544,158,52493.04,0
789424,40,217907.12,0
4289667,307,6926.13,0
1926732,168,141939.63,0
944649,43,221927.12,0
4127530,302,238967.22,0
3383960,255,22414.68,0
6062485,503,4359.06,0
3456638,257,12770.74,0
1768440,162,246637.35,0
2480675,204,345495.45,0
902744,43,153075.73,0
6244306,595,243290.58,0
3153428,237,120658.99,0
1760860,161,40913.4,0
3774206,280,8406.21,0
2095198,182,9380.02,0
5457396,379,145237.36,0
3605336,264,8000.08,0
4042687,300,74243.0,0
1537235,154,10882.86,0
5186564,361,44751.64,0
3276161,251,489337.6,0
3241160,250,243415.68,0
1587392,155,274513.45,0
2319959,188,468730.19,0
550766,21,13887.22,0
4498138,325,166100.52,0
523193,20,86288.03,0
5383508,376,20527.87,0
2036233,180,451923.12,0
1438746,140,110077.45,0
6095579,522,227201.54,0
2317753,188,11330.45,0
4239047,306,386238.43,0
775857,39,321685.32,0
3683263,276,10351.36,0
2727990,212,137361.51,0
1065207,119,62050.29,0
5752341,399,28700.99,0
3977656,297,12246.48,0
116354,11,214456.18,0
2371870,191,40.79,0
4852235,347,505.49,0
1597580,156,186294.1,0
5660462,396,55546.6,0
3287684,252,55713.39,0
1487122,142,3414.18,0
5881481,403,787238.27,0
3711335,277,471951.38,0
3588753,262,148803.92,0
2036425,180,58604.48,0
1601696,156,2735.14,0
3550208,260,929.73,0
372033,17,266640.24,0
4881974,348,4647.36,0
5044638,354,6230.66,0
4499992,325,97677.41,0
2768566,213,47473.87,0
323453,16,3516.52,0
1306852,136,1717580.54,0
5155144,357,89583.27,0
856001,41,208330.9,0
3431945,256,2078.39,0
4582560,328,147296.16,0
5806305,401,377560.4,0
4719878,332,11372.73,0
2153175,184,515074.17,0
5758873,400,4255.85,0
803761,40,433335.5,0
4164565,304,261302.44,0
1668312,158,204444.14,0
4624984,329,566840.83,0
5814279,401,84909.33,0
476772,19,2799.35,0
3302888,252,407587.58,0
3650444,275,181029.69,0
4975811,352,18822.72,0
2275753,187,98596.42,0
3036757,234,707734.85,0
2673142,210,128060.2,0
2781554,214,497452.37,0
4157406,303,456960.35,0
406690,18,57963.42,0
2591318,207,181605.89,0
5415808,378,123242.96,0
4271405,307,203716.44,0
4534152,326,3535.53,0
4629244,329,22867.91,0
405147,18,299771.95,0
515547,20,1821.19,0
3245766,250,59760.66,0
1047208,95,204144.32,0
85413,10,9165.22,0
657185,35,677422.46,0
4138978,303,140014.52,0
3435160,256,49825.1,0
3183408,239,165156.61,0
4919427,350,459643.83,0
2120645,183,196102.11,0
1925847,167,2840.86,0
866152,42,394783.76,0
2843621,226,51223.01,0
3182502,239,1706.02,0
1981443,179,24300.18,0
316469,16,12759.32,0
897130,42,8475.55,0
3743354,279,7071.89,0
5221041,370,716064.93,0
4908155,349,23738.86,0
5047844,354,71633.42,0
2331025,188,229377.15,0
348127,16,544277.92,0
4334469,308,58943.9,0
1648911,158,90452.69,0
4229877,306,51893.47,0
4610193,329,24409.85,0
5734910,399,25627.83,0
4677542,331,7151.69,0
1858853,164,180643.11,0
1201049,133,3252.99,0
4664724,330,9769.69,0
2906702,228,117333.94,0
4260820,306,372.4,0
5355644,375,40954.94,0
1816034,163,240148.77,0
1903215,165,73447.85,0
4394365,321,50118.2,0
6275745,637,2281.7,0
4692728,331,19846.63,0
1931090,169,10717.48,0
5713486,398,25354.68,0
71167,9,22510.07,0
2116216,183,146934.14,0
2235828,186,108663.93,0
3488047,258,220043.3,0
700346,37,51984.6,0
3902606,284,6659.64,0
3882671,283,3059.18,0
873542,42,43737.17,0
729663,37,12373.57,0
2846426,226,55401.77,0
2778472,214,38315.7,0
2565408,206,526094.31,0
1949142,177,4178.17,0
1801097,162,7749.94,0
1785811,162,39252.67,0
1626576,157,23119.4,0
4605173,329,433284.98,0
1557475,154,11719.61,0
2342129,189,49200.79,0
4901622,349,578.89,0
2696048,211,30730.47,0
3122020,236,364783.29,0
2230359,186,22832.69,0
970694,44,7138.29,0
1736583,161,319516.14,0
1834786,163,93816.13,0
2042373,181,308903.36,0
770065,39,4535.87,0
4457790,323,17693.62,0
4747825,333,50204.39,0
5081104,355,12012.37,0
5087215,355,18756.54,0
4864575,348,176966.14,0
2830627,226,13380.13,0
4369986,310,27846.02,0
3758794,279,314041.73,0
6336424,691,110298.46,0
1950655,178,395523.49,0
884523,42,92133.66,0
5794457,401,6153.88,0
18078,8,177609.66,0
3177288,238,239081.45,0
4665445,330,137823.48,0
4210612,305,19335.06,0
5990434,416,63008.88,0
1164710,132,30663.91,0
5630239,395,348784.7,0
5896990,403,220453.56,0
148039,12,5812.87,0
4555513,327,25108.27,0
5424197,378,12156.2,0
883800,42,848503.66,0
1508420,144,169672.04,0
474790,19,180010.31,0
3232262,250,13492.33,0
5194145,369,17012.05,0
5139780,356,446407.22,0
1690812,159,140632.76,0
3807542,281,4103.74,0
3388112,255,8745.3,0
6277342,640,308496.22,0
553833,22,1107413.58,0
5239437,371,689988.22,0
630559,34,192.83,0
2762145,213,5072.43,0
507334,20,552040.51,0
2910835,229,118529.78,0
2263196,187,55038.52,0
2718379,211,37397.85,0
3030186,233,132930.89,0
803836,40,1004586.84,0
2281578,187,203616.67,0
3653910,275,144149.0,0
2935011,229,109067.78,0
2945666,230,11245.23,0
710672,37,13907.12,0
48816,9,10806.77,0
6313927,687,198459.18,0
4649805,330,232979.72,0
3986252,298,158861.09,0
5315401,374,60795.09,0
2185378,185,1272.12,0
2387468,201,487202.18,0
4510027,325,13474.25,0
2555319,206,13535.24,0
4303128,307,8228.29,0
335844,16,93647.28,0
2141458,184,470108.44,0
4245516,306,1109.99,0
3169009,238,7910.58,0
1230190,133,196786.32,0
2136704,184,997.32,0
190153,13,443115.43,0
1497529,142,4725.74,0
1932115,170,1216.91,0
759611,38,6195.96,0
5259318,372,209459.49,0
849451,41,51770.61,0
1040820,94,26851.07,0
1311853,136,104094.37,0
3423933,256,927133.42,0
1277601,135,6129.53,0
2364140,190,104373.99,0
3518967,259,8553.85,0
504395,20,6166.0,0
1268609,135,7095.53,0
4442114,323,3050.0,0
2146030,184,67687.04,0
5921225,404,126481.84,0
1238482,134,281523.74,0
5904159,403,12677.45,0
2475876,204,5688.74,0
2365741,190,197130.21,0
4168003,304,373876.43,0
4337609,308,46577.29,0
34521,8,9681.86,0
5497761,380,41398.98,0
1158674,131,26969.3,0
6039022,479,13575.41,0
396131,18,9311.66,0
163398,12,2486210.49,0
4629456,329,77293.88,0
6049671,492,3410170.7,0
72727,10,24640.79,0
530155,20,53773.54,0
5351696,375,12377.11,0
3971771,297,1522.49,0
4850667,347,83525.24,0
3806787,281,253690.49,0
4298954,307,76457.7,0
2257974,187,4202.69,0
1337437,137,20729.51,0
6181472,566,294004.33,0
5678499,397,115476.72,0
1264461,134,886590.72,0
5751362,399,179559.29,0
2485470,204,6155.77,0
5325682,374,273174.43,0
5699865,398,71008.05,0
4562160,327,379177.84,0
1842507,163,5868.74,0
316034,16,118839.77,0
5585541,394,11816.76,0
3814817,281,74125.41,0
2539930,206,2838.91,0
2062088,181,1302825.36,0
808,1,553.25,0
3715318,278,7554.74,0
5976662,407,456823.27,0
5606922,394,54624.34,0
4773964,335,13656.16,0
4728360,332,24640.26,0
3852967,283,31246.78,0
2140802,184,11843.89,0
3431512,256,332576.92,0
5867384,403,16776.76,0
763287,38,11788.66,0
685481,36,30767.69,0
1879981,164,358018.43,0
2672637,210,303210.46,0
3409427,255,225914.36,0
100747,10,143645.36,0
1304841,136,8112.9,0
908898,43,19913.56,0
3330809,253,49333.78,0
2326172,188,69511.1,0
2748833,212,187735.48,0
4274232,307,138571.04,0
1751822,161,226309.45,0
4885459,348,28149.37,0
5069642,355,488.77,0
5903270,403,272624.44,0
2507141,205,212.41,0
5673461,397,351787.95,0
1970448,178,189.38,0
4017504,299,148325.59,0
4185425,305,116306.89,0
3038862,234,113157.89,0
2799246,217,3280.47,0
422926,18,139826.02,0
2583656,207,427923.01,0
3528081,259,236249.05,0
4663397,330,12876.37,0
2022739,180,5160.89,0
5197702,369,7149.6,0
3824388,282,43290.7,0
384318,17,45026.63,0
421823,18,442736.71,0
1435474,140,173526.49,0
749038,38,9961.81,0
174168,12,28088.75,0
1855100,164,754911.27,0
477204,19,15513.98,0
1672775,158,143014.9,0
2347738,189,149186.9,0
4819593,346,16994.56,0
3379681,254,1097401.76,0
5519345,380,240470.18,0
4525667,326,60239.9,0
6153704,547,77304.93,0
2703186,211,34638.41,0
4892051,349,50414.78,0
3811365,281,8623.46,0
4661895,330,6103.48,0
2995477,232,40699.19,0
4283721,307,425144.93,0
289090,15,37577.9,0
4930346,350,297336.46,0
2143114,184,11049.07,0
5151344,357,268659.49,0
5638805,396,59347.76,0
5635347,396,152929.64,0
5440760,378,398813.66,0
6243663,595,729.59,0
5293681,373,594403.2,0
5868259,403,4704.73,0
5731036,399,684143.48,0
39354,9,10870.75,0
3368654,254,20997.79,0
3087625,235,61845.86,0
2297562,188,396291.15,0
2042822,181,5228.94,0
2397933,201,7390.68,0
6232913,594,299321.68,0
4158642,304,73474.57,0
1880561,164,142752.18,0
1769947,162,134899.09,0
4123332,302,289667.9,0
1890207,165,9923.16,0
2088067,182,975.26,0
2559933,206,8035.27,0
1915510,166,13091.71,0
4383677,312,10682.47,0
4443941,323,20467.69,0
2604596,208,69667.72,0
2397676,201,10776.87,0
235150,14,214344.72,0
948042,44,2309.73,0
4829407,347,222217.31,0
3739097,278,6532.65,0
1920522,167,50110.85,0
3810852,281,17849.22,0
5841670,402,142434.97,0
4470685,324,24348.01,0
5470974,379,118741.4,0
4685493,331,75803.34,0
3412460,256,313270.17,0
173260,12,330.43,0
2594046,207,95522.93,0
4171315,304,580738.42,0
4709069,332,34965.3,0
795378,40,5429.69,0
3475323,258,3703.87,0
638693,35,247183.26,0
4715407,332,279838.55,0
532096,20,15303.97,0
2908942,229,411928.71,0
3340317,253,72757.4,0
249638,14,98215.0,0
3473895,258,108991.0,0
2135138,184,198818.11,0
254003,14,29906.81,0
1938946,177,579872.91,0
5877425,403,18046.95,0
5249854,371,346754.68,0
6279549,644,10027.45,0
5581266,393,424114.08,0
3746639,279,5345.89,0
5731876,399,23704.36,0
579763,33,32567.61,0
4318904,308,131781.01,0
191330,13,10362.7,0
4028383,299,220778.96,0
315695,16,15268.34,0
1881954,164,227930.44,0
4551924,327,548011.01,0
1601250,156,10158.29,0
3104639,235,348098.24,0
4846100,347,201354.78,0
3614036,273,197478.47,0
3914383,284,234309.29,0
5585137,394,62364.04,0
846684,41,238277.27,0
4737620,332,9316.13,0
1604122,156,93088.87,0
3886068,283,11583.48,0
4944135,351,256278.9,0
4215953,305,6268.68,0
984232,45,38214.14,0
3324135,253,80788.07,0
3752256,279,121710.65,0
4744675,332,438286.72,0
4382612,311,2895.49,0
5148880,357,10804.83,0
2415265,202,51830.84,0
4897918,349,24874.5,0
4012540,299,195983.98,0
3094174,235,231018.85,0
4169508,304,56715.85,0
4748777,333,9586.33,0
86067,10,5777.16,0
2785907,215,133926.15,0
3492740,258,309008.62,0
4906396,349,434787.28,0
2160351,184,412056.73,0
5025620,353,792916.43,0
5952445,405,96901.19,0
4175323,304,132771.71,0
6104761,525,12174.56,0
3940892,286,11001.25,0
423501,18,27952.69,0
4891160,349,44217.02,0
1636209,157,67987.12,0
3738322,278,14247.75,0
243007,14,52404.82,0
3761072,279,1836.63,0
2814172,225,361405.02,0
4125905,302,266499.84,0
4561092,327,226985.94,0
5598553,394,518944.93,0
341303,16,166159.08,0
2646841,209,274977.59,0
390310,17,44291.21,0
29203,8,20506.43,0
76083,10,169360.44,0
3912634,284,3149.94,0
2772168,213,8092.51,0
3396704,255,10317.95,0
470532,19,100978.85,0
5754175,399,1453.61,0
2672575,210,50493.85,0
1103977,130,28881.62,0
2771716,213,5545.1,0
697955,36,647191.67,0
3216453,250,446113.75,0
2450257,203,14879.28,0
3682422,276,15993.14,0
1469608,140,99336.35,0
3233767,250,13556.53,0
2082578,182,315919.95,0
1815419,163,148160.62,0
254499,14,2047.65,0
5104105,355,11713.41,0
2774149,213,32880.91,0
334986,16,39273.38,0
2854134,227,266813.58,0
1052422,95,1155.93,0
5293567,373,9044.15,0
6270064,619,6295.56,0
3591416,262,240360.26,0
4531063,326,114406.59,0
1774113,162,148088.18,0
3711628,277,19600.61,0
2263482,187,2336.78,0
4686508,331,814726.26,0
1563430,155,473382.0,0
2660962,210,278510.93,0
777441,39,413033.54,0
4212063,305,430887.03,0
5289984,373,288607.97,0
6266142,614,270209.67,0
5749002,399,87676.19,0
5598736,394,26930.65,0
5059935,354,2367.16,0
4653098,330,1216.94,0
543133,21,5875.07,0
2692528,211,741.43,0
5302353,373,64338.26,0
3807586,281,6700.3,0
508508,20,4184.2,0
2616249,208,129871.93,0
1781823,162,414233.25,0
1128467,131,32827.69,0
2797973,217,3007.83,0
2046228,181,10315.24,0
5067578,354,1293829.4,0
6118953,538,169950.43,0
5739867,399,198739.61,0
4516372,325,2403963.12,0
4658095,330,179373.45,0
3846489,282,265595.47,0
4160612,304,1262.44,0
2274770,187,131468.32,0
2973217,231,25468.53,0
2730843,212,170723.75,0
4417976,322,161108.26,0
133187,11,88310.88,0
2360815,190,142151.86,0
2579619,207,262834.59,0
4179311,304,68990.97,0
6005809,429,11773.3,0
2159305,184,280563.38,0
5872676,403,34456.53,0
1355503,138,27127.98,0
673833,36,440396.14,0
5480529,379,885034.18,0
1169345,132,310517.29,0
368869,17,9484.31,0
1957372,178,659831.88,0
2249296,187,112153.69,0
1585157,155,188784.29,0
1471307,141,190550.66,0
4420212,322,2321.96,0
309619,16,193802.98,0
929802,43,244585.52,0
990553,45,242834.46,0
2762618,213,235893.86,0
5575193,393,137830.9,0
962319,44,475947.47,0
3469501,258,28540.36,0
1727497,160,6925.9,0
1455900,140,6524.92,0
680093,36,224078.46,0
2117724,183,6845.26,0
1624986,157,555179.26,0
1343177,137,99914.17,0
2093278,182,142005.64,0
876569,42,10199.78,0
5932583,404,78913.31,0
5724732,398,229546.72,0
5115826,356,92577.16,0
5521047,380,1534.91,0
4019612,299,74281.52,0
1730498,160,282569.44,0
5682723,397,41053.49,0
2404896,202,183688.11,0
3117282,236,4095.43,0
3386044,255,285599.71,0
4032191,299,36590.75,0
2581755,207,26602.33,0
3105128,235,135227.2,0
2776588,214,417059.96,0
2838420,226,265501.3,0
4555094,327,203643.93,0
2085725,182,108877.22,0
2038717,180,21900.0,0
5898182,403,209299.08,0
481974,19,2685.69,0
4113864,302,12223.94,0
893959,42,14933.7,0
576217,26,177262.17,0
1236530,134,119375.65,0
1566523,155,192288.57,0
3941078,286,269402.76,0
2925167,229,3981.06,0
3964344,297,3762.18,0
140683,11,156759.94,0
1619296,157,768147.51,0
2190259,185,7527.51,0
2094617,182,1064659.4,0
4669235,331,102674.55,0
5941173,404,31264.38,0
1510049,145,13792.41,0
1875801,164,3964.18,0
2076364,182,31319.94,0
5641078,396,206797.86,0
108886,11,8978.67,0
4209812,305,115842.19,0
2077204,182,301915.68,0
5037038,354,14524.81,0
3637166,274,92622.0,0
2267424,187,7532.9,0
2468135,203,252018.14,0
4446485,323,552203.21,0
1153970,131,43420.92,0
4043132,300,167940.43,0
4790641,345,76729.78,0
4029539,299,295711.49,0
3968872,297,239428.61,0
5280277,372,38385.04,0
3131286,236,294687.15,0
4555204,327,51554.15,0
4855255,347,7568.98,0
908825,43,5586.71,0
446551,19,149937.68,0
4168524,304,384322.69,0
5084897,355,53420.17,0
710266,37,50312.17,0
632824,35,3889.1,0
1421408,139,6743.52,0
1003559,46,15337.96,0
2911864,229,347791.88,0
3164734,237,263078.39,0
1810282,163,157167.57,0
3332827,253,135368.79,0
5294054,373,197712.47,0
2818026,225,43384.61,0
1182320,132,1281.59,0
1548117,154,17962.67,0
5263236,372,248731.25,0
3334566,253,9762.06,0
3821444,282,1655032.39,0
5556373,383,2319.84,0
3427024,256,166.51,0
1039661,94,9788.95,0
4835356,347,604874.99,0
4031910,299,95751.58,0
1430636,139,729255.81,0
1998617,179,126839.99,0
1360968,138,74612.86,0
2731115,212,320279.16,0
3228295,250,389293.39,0
2048155,181,251027.12,0
6216421,589,154302.63,0
2252162,187,14596.78,0
5964700,406,13642.45,0
3098405,235,207948.0,0
5666580,396,258240.45,0
1580309,155,179046.51,0
828621,41,245108.33,0
6143717,545,150758.52,0
3640573,275,432541.49,0
4058253,300,63678.17,0
1620956,157,11716.48,0
3387988,255,128997.24,0
3138000,236,113541.7,0
318449,16,26290.87,0
2604063,208,131078.78,0
5176423,359,23027.7,0
3930711,285,3325.54,0
2543949,206,15219.01,0
1596728,156,365821.29,0
140058,11,395847.06,0
1570198,155,13189.3,0
701492,37,186289.09,0
1754266,161,1012763.1,0
1755826,161,236633.77,0
4403372,321,16042.09,0
210829,13,666.55,0
5720125,398,1101870.28,0
2422194,202,169859.59,0
5402764,377,17789.51,0
1378640,138,7499.05,0
